id, name, description, count
3457973302,OPPEUDigital,EU #Digital policy from #startup @onepolicyplace 💾 💻 🇪🇺 Sign up for a free trial: https://t.co/E281DSnZPo,1
19204539,abdoelali,HCI researcher at Centrum Wiskunde & Informatica (CWI) | Distributed & Interactive Systems group | Ubiquitous & Affective Computing,1
849359202871070720,macfang17,"Mapping Complexity: Foundations and Applications of Network Geometry. Barcelona, November 2017.",1
126790152,DanielFritzEU,"#SocialMedia, #DataScience & OSINT consultant",1
354510217,AijaLeiponen,"Professor of innovation strategy, digital business models, communication standards, data economy. Ithaca/Helsinki. @Cornell @UniversityAalto.",1
2314631347,kaidozhang,,1
2843741836,SimPolProject,"#Complexity for #policy #networks #sustainable #finance #impact #engagement. Lead by @FINEXUSCenter Zurich Uni, funded by @EU_H2020 R&I, 
opinions ours only",3
227270794,MPCifuentes,"https://t.co/imQ9aCSXfX. Data Science and Network Analysis for Modeling Complex Health Advisor, Health Information Systems PAHO/WHO (tweets not official)",16
727401204213534721,veclab_KEMRI_WT,Virus Epidemiology and Control Group Based at the KEMRI-Wellcome Trust Research Programme,1
847699856651042816,nokesdj,"Virus transmission in communities to inform on optimal interventions. RSV, rotavirus. Work with brilliant Kenya team",1
455895128,ferdaofli,Senior Scientist at Qatar Computing Research Institute,1
350164545,amrapaliz,"Postdoc @UM_IDS @MaastrichtU, previous postdoc @Stanford, PhD @akswgroup, Research interests: #dataquality #knowledgegraphs #crowdsourcing #machinelearning",1
572279177,rijitK,"Data management for emerging problems in large networks.
Assistant Professor @ NTU, Singapore. Big-graphs, Big-data, Graph-systems.",10
308124021,Shun_Liu_,Ph.D. candidate in Department of ECE at University of Macau. #networkscience #nonlinearity  #timeseries  #machinelearning #bigdata #NetworkNeuroscience,12
98682862,MeaganCFitz,"Asst professor with @UMCVD / Infectious disease modeler / vaccine economist / look friends, #vaccineswork and I try to help them work better. She/her",1
211787094,zignoai,Researcher @ UniMI - Department of Computer Science,1
365364269,milan_rapaic,"Associate Prof. @ Computing and Control Dept., Faculty of Tech. Sci., Novi Sad Univ. Modelling, optimization, adaptation & control.",1
2438382738,HumanEcosystems,creating smart cities and smart communities in cities worldwide by observing their relational ecosystems in real-time,1
821654937851613186,netsci2018,Twitter account of the 2018 NetSci conference.,17
4098440751,AsocialNets,About networks and data,21
335206756,zeyneper_ugurlu,"Eğitim Yönetimi,  Ankara Ü. , Sinop Ü.  Liderlik,  Sosyal Ağ Analizi (Education Management / Policy, Leadership,  Social Network Analysis),",1
516984014,LupoGiuseppe92,"""Pyé-koko di i ka vwé lwen, maché ou ké vwé pli lwen""
""The coconut tree says he sees far away, walk and you will see far beyond""
Creole proverb",18
2420108113,adambbadawy,"Data Scientist/PhD candidate @USC. I work in the intersection of #MachineLearning, #Networks, #StatisticalModeling & #SocialMedia",6
415883464,cospasq,Keen supporter of strategy execution. Retail & telehealth expert. Interested in how telemedicine and mHealth are turning patients into consumers.,1
835953569668939776,CompSysSoc,"The Complex Systems Society (CSS) live feed: all the information on conferences, schools, jobs openings, yrCSS news... and much more.",1
64225502,aschaefer311,"Researcher, Founder",1
1395484944,AjaykumarJM,"PhD Urban science, complex system @SUTD",1
809136945695694849,Peter_Mc_Colgan,NIHR Clinical Lecturer in Neurology @UCLHD interested in brain networks in neurodegeneration,1
1938981038,Nik_Anesiadis,"Systems theory, data mining, networks and biology",1
484805313,TweetNTD,"Genomics & immunity | Postdoc at @UChicago w/ @LB_Barreiro, PhD from @UNC bioinformatics/compbio | via @JohnsHopkinsSPH @Swarthmore | quantgen/virology/vaccines",1
14654798,trevmon28,Working on #data #innovation for #SDGs @worldbank || #GoBuffs,1
3070163032,netcrime,"Crime, complex systems, city science, criminal networks, network science, data science, crime modeling.",10
1550943302,velaiola,Network science and complexity. PhD candidate at Aix-Marseille Université.,2
142995842,tweeting_cris,"Data, algorithms, and impact. Now: Data Science/Machine Learning @NZZ & Steering Committee @mtc_eth. Past: @ETH, @Cambridge_Uni, @CreditSuisse, @IBMResearch",1
14042282,_SamCross,WiTWA Tech Committee | Digital Inclusion | Ethical Web & PhD Candidate who loves driving tech to benefit humanity @tech2bene #Digitalinclusion,1
54677218,paolochiodini,"Biostatistico - Università degli Studi della Campania ""Luigi Vanvitelli"" -Biostatistician - University of Campania ""Luigi Vanvitelli""",1
824812182114164736,www17perth,"Official Twitter account for WWW2017Perth - 26th International World Wide Web Conference, 3-7 April 2017",1
820346467546177537,NetContagions,NetSci 2018 satellite on contagions spreading on networks.,1
487381183,PiratePeel,"Data Mining, Pillaging and Plundering.
Postdoctoral research fellow  @UCLouvain_be #Networks #Data #ComplexSystems 
(co-founder of @databeersbru)",16
820088165239320576,susanbourbaki,Data driven analysis of societal issues,1
36737360,martino_design,"Visual thinker, head of the Visual Ai Lab. Data Viz, AI Viz, AI Art, GAN, Vox2Vox.",3
114288615,arutherfordium,"Senior Research scientist Center for Humans & Machines 
@Max_Planck_CHM. Ex @medialab @unicefinnovate @unglobalpulse @necsi @ucl",3
4675087285,aelwan4,,1
2646154070,leriomaggio,Senior Research Associate @dynamicgenetics @BristolUni && @mpbalab Organiser @pydatait @pyconit @euroscipy #royalblue Allons-y,1
156804540,FranciscoICMC,"Scientist. Associate Prof. at the Univ. of São Paulo. Science, Physics, Complex Networks, Data Science. Visiting Professor at the University of Warwick.",36
49458423,tomasaftalion,All things data in Spaceship Earth.,11
2388400813,happybandits,Something w/ #data. Views my own and I am often wrong,2
109253611,blengyelb,"Social networks, economic geography, innovation and learning.",11
566259442,DanFranksRsrch,"Reader at @UniOfYork. Data science, social networks, collective behaviour, sociality, and life-history evolution in animals. #FirstGen academic.",16
547871798,ingmarweber,"Research Director for Social Computing @QatarComputing. Dad of https://t.co/VyCbCoOfHv. #DigitalDemography, #D4D, #Migration, #Gender. He/his.",3
1672632270,WorldPopProject,Open spatial demographic data,2
783709007626309638,DataBeersWrik,"Interested in data, love beer, and in Warwick? By  @Fede_Botta, @nadiucc, @EdMHill, @SophieMeakin and @EBucksJeff Inspired by @databeers",3
94603287,SimonThordal,"Sick of quarantine, but has a nice view. He / him.",1
4023660472,RobLucc,MSc Computer Science | Data Science | Social Network Analysis,4
1913890034,DarrenPCroft,Professor of Animal Behaviour @UniofExeter. Interested in the Ecology and Evolution of Social Behaviour and Life History Evolution,8
14308267,Ymax,"tweets on infectious disease, data analysis, biking, and eating - - life's essentials",3
271379207,SpeckOnADot,Postdoc at IIPP@EPFL,1
776354346728652800,LABSS_CNR,"Laboratory of Agent-Based Social Simulation @cnr_istc, working at the intersection among #cognitive, #social and #computational sciences",8
28534457,i_realize,,5
4784640996,cognition_x,"CognitionX Knowledge Network. @CharlieMuirhead @tabithagold. Don't miss CogX 2020 in June (https://t.co/HxAJqq6KJR).

Newsletters: https://t.co/sqVsQ7K2oi…",1
483454569,Amir_Ghasemian,"Postdoctoral Research Fellow, @ Department of Statistics, @ Harvard/Temple University",4
34342475,gerfranc,"Antropólogo
#SNA #ARS #Antropología #datos  PGP:https://t.co/8GgNoomCSH",7
786831218075664384,GDato_gb,historian,6
15392115,dgeaston,"Consultant, Author, Social & Business Entrepreneur,-passionate about introducing & practicing Complexity Thinking everywhere ....the possibilities are infinite.",7
789106920992956416,epl_journal,A letters journal exploring the frontiers of physics,8
709491584,ArnautzPgvila,"Apprentice modeler of social systems with Python. Occasional tweets on history, economics and language diversity",6
232410818,calimagna,"Co-founder & Chief Data Scientist, Evidation Health. All tweets by me.",1
232608211,litonidas,"Antidisciplinary scientist, social entrepreneur, AI strategist. Chief data scientist UN Global Pulse. Inventor MalariaSpot & founder SpotLab. Tweets my own.",3
770207007517339648,wwcs_2017,"Winter Workshop on Complex Systems 2017, Petnica Science Center, Serbia.",1
262244908,natalieasis,"Mad [data] scientist, engineer, closet artist, Richard Feynman evangelist, chaos theory witness, information worshipper, USyd researcher & founder of 1001Books.",4
32729442,icouzin,"Director, Max Planck Institute of Animal Behavior, Konstanz & Center for the Advanced Study of Collective Behavior, University of Konstanz. 🏴󠁧󠁢󠁳󠁣󠁴󠁿",2
2424151074,spornslab,"computational neuroscience, brain networks, complex systems, connectomics",18
123834795,satyaki30,Ph.D. student at @ND_CSE working in graph mining & network science. Member of Weninger Lab and @CNDS_ND.,1
356164932,FBKcom,#Research & #Innovation center with 400+ researchers focused on #ICT #Materials #Microsystems #Humanities _ Find out more on https://t.co/dSFC78JiQO,2
369755821,tek_keller,"Computational biologist into ML & deep learning at USF. Ph.D. in evo. biol. at UT Austin. I like #rockclimbing, #cycling & #photography. #rstats #python ☯️",2
112440496,sofievalk,a very curious cognitive genetic neuroimager | | | | || https://t.co/ZrwWVLtSYB,2
2977828444,cmmid_lshtm,Centre for Mathematical Modelling of Infectious Diseases at @LSHTM,2
772739813548101632,LauCan88,#networkmedicine #multiomics @Biologie_ENS L'Oréal-UNESCO @4womeninscience 2018 ambassadress,1
47325650,csugimoto,"Professor of Informatics, Indiana University Bloomington; President, International Society for Scientometrics and Informetrics *views my own",1
765865951363493888,WarwickComplex,Maths for Real-World Systems CDT in the Centre for Complexity Science.,1
767531422928207872,RSDSymposium,"Join us from October 17-19 for the 8th Relating #SystemsThinking and #Design Symposium (#RSD8), hosted by Institute of Design, Chicago and SDA. https://t.co/xM36H3fTb2",4
101806923,dbarthjones,"#HIPAA Health Data #Privacy De-identification, HIV/Inf Dis/Computnl/Digital Epidemiology, Vaccinology, #DataScience, #BigData, #GIS, UrbanScience, Public Policy",2
992471766,juliettapc82,"#DataScientist & Network Scientist. Physicist. PhD. Foreigner. Amateur cellist. Fiercely feminist. Antifascista, Republicana y Anticapitalista.  BLM.",1
472562889,timalthoff,Assistant Professor @UWCSE developing data science methods that leverage large-scale behavioral data to improve human well-being. Recruiting PhD students :-),8
4896916113,RawbLaBlog,,1
35503367,ionekr,Computing fan.,7
19106644,Bernardamus,"Co-Founder of @SocialElephants 🐘 From Nanoscience to #BigData & Social Thermodynamics 📊   
⚗️ Social Media Professor 🎓",1
4888612253,EventHistory,"Criminology and demography (CUNY Graduate Center/John Jay, Columbia). CUNY Institute for Demographic Research. Fmr. researcher at Yale's @JCollaboratory.",1
219266488,beman70,Data science passionate. Classic Rock maniac. Technology enthusiast. left-handed and democrat. against all kinds of discrimination,2
262929981,eddelac,TemporalAssymetry.,2
3460853716,dokuka_sofia,,8
2269684160,gen21ka,Junior @swarthmore interested in Network Neuroscience,4
709379881,GundogduDidem,"Data Enthusiast, self-challenger",6
18406335,dogvile,"Tweets about Web Development, UX, Data Visualization, Data Science, Infographics, BI(mainly Qlik), Big Data, Science, Complexity, Networks Science",4
2538040298,Sarah_Morgan_UK,Theoretical physicist working on brain networks for schizophrenia @ Cambridge Brain Mapping Unit (postdoc). Also excited about diversity in STEM. She/her,10
628610967,dataspirin,Data Scientist @SchibstedGroup. PhD Comp. Sci. #GraphsAreEveryWhere #NetworkScience #ComplexNetworks #ML #Recsys  #TrailRunning,22
752977549454704640,ComplexityPope,"Network scientist. Passionate about data, food and religion.",5
3671492717,Valeria__Romano,"PhD in Ecology and Animal Behaviour. I am broadly interested in the evolution of social systems, network analysis, epidemiology, and agent-based modelling.",18
129550400,gi_ona,,3
3295991605,mattjsilk,"Early career ecologist @UniExeCornwall.  Animal behaviour, social networks, disease ecology, demography and plenty of Cornish wildlife",28
747708575208837120,ccsSOP2016,"Self-organized patterns on complex networks. A satellite workshop of the 2016 Conference on Complex Systems, 21 September 2016",2
710165317507530756,mlgworkshop,"15th International Workshop on Mining and Learning with Graphs, co-located with #KDD2019",2
355626264,aram_galstyan,"Director of the Artificial Intelligence Division, and Research Associate Professor at USC Information Sciences Institute",5
246705644,MantoLaura,,1
267808325,mattemanca,Data Scientist@NTENT,1
44215530,lbravoc,"Directora @DataScienceUDD, académica @IngenierosUDD, @UDD_cl.

@TIDchile fellow.",2
164190842,miki7s,"Research data scientist @BellLabs, former @Iceyefi, @ISUnet, PhD from @AaltoUniversity. Passionate about art, #socialcomputing, #math, #space",4
10877162,ommirandap,Computer Science @ UChile | Data Mining/Science @ @goplaceit | Home Coffee Barista ☕ | #LFC #UE |,1
61900484,AntonioPenta,"Phd (CS), Research Scientist, addicted to #data #algorithm #coding and #cityOfNapoli",1
498978075,sukhjeet_bhatti,The less you have the more you value it.,1
44272365,tocunha,"Postdoc at  IT University of Copenhagen @ITUkbh. Working on computational social science. Interested in machine learning, data mining, and statistics.",1
2234897696,Insisoc,"INSISOC is an Excellence Research Group of Castilla y León (GREX 251, 2004- )
http://t.co/0UZVmnyF2R",4
1013481272,DrColus,"Supervillainous mad doctor, interested in science, medicine, madness and villainy",4
735099051155312640,ddhbp_2016,"Satellite Workshop of Conference on Complex Systems, 20 September 2016 (afternoon session).",1
14246062,JaanuKal,Data Scientist at Intuit | Machine Learning | Artificial Intelligence,1
214582688,SunshinePolicy,We seek to understand and improve disclosure systems that protect the public. We are affiliated with the Harvard Kennedy School.,1
104629239,qualitativa,Toolbox for digital ethnographers / Caixa de ferramentas para etnógrafos digitais.,2
2165165029,ISI_AI,ISI is home to one of the world’s leading artificial intelligence research labs that explores diverse topics across basic & applied research continuum.,3
9721812,andrea_nicolai1,Rethinking European innovation strategies and multidisciplinary research connections between humanities and technologies. Opinions are mine. RT not endorsement,1
477568557,simonecent,Data Scientist & researcher in the MobS Lab at @fbkcom,8
1522281432,hutchkelley5,Reads a lot. Writes a lot. She/her/hers,2
2924669003,Max_Planck_CHM,Center for Humans & Machines (CHM) at the Max-Planck Institute for Human Development @mpib_berlin led by @iyadrahwan,7
1376401838,iyadrahwan,"Director, Center for Humans & Machines @Max_Planck_CHM @mpib_berlin | Associate Professor @MIT @medialab |",9
24950615,steppia,"iOS developer @ https://t.co/Q8c9DAH4lH, any weather bike commuter and explorer, former audio engineer, proud computer scientist",1
232503127,marija_mitrovic,Physicist.,15
2228815292,lewis_math,"Applied mathematician at @UniOfAdelaide, working with data and models on #complexsystems problems. I like #datascience, #socialnetworks, #networks, #socialmedia",5
4888893395,CoSIN3_UOC,Complex Systems research @IN3_UOC | Tweets by @BorgeHolthoefer,9
34897314,nicola_c_foster,Researcher. Health economist. Math models. All things TB and public institutions.,3
4673278332,SOJArturo,Phycisist. Research: Quantum Computing. CEO at @QuantumWorksMX #TeamHuman Teacher at @ITESM_Qro and @UAQmx,3
703302245589381120,geotoponets2016,Workshop on Network Geometry and Topology by @mkitsak and @lordgrilo.,1
705339936514428928,thinking_22,"Researcher. Complex systems, complex networks, and collective behaviors",27
704436290347991040,CICWCat,"A catalytic agent doing curation of Collective {Intelligence, Consciousness, Wisdom} #CollectiveIntelligence #GlobalBrain
Curated by: @Bortseb",2
3190432737,SimoneRighi_MO,,3
411782454,dahlemd,Data Scientist,5
67398756,flaviovdf,,1
50615726,RLaraH,,1
3216966611,hyejin_youn,"Assistant Professor at Kellogg, Northwestern University: innovation, urban scaling, cross cultural linguistic semantic space",3
3300566902,MetaCAug,"Semi-Auto Linklog by @Bortseb:
#News #Tech #Futurism #P2P #OpenData #AI #AR #Crypto #IOT #SocEnt #NewEconomy #CollectiveIntelligence MetaCAugmentation",1
4690350990,DynamicsSIAM,The dynamical systems channel for the Society for Industrial and Applied Mathematics. Let chaos reign.  We also publish DSWeb: https://t.co/lZg3Ky8Ac0,4
1028855810,ChristosEllina1,"Co-founder and CTO @ Nodes & Links, a VC-backed start-up; Past: EPSRC Fellow @BristolUni, Vis Prof @FollowStevens; Plays with #Networks and #ComplexSystems",33
3308228529,jacob_c_fisher,,1
29552568,yannsecq,Université de Lille,1
68376272,mkhm,"Physics Graduated, interested in comp. social science, online social media, data science, machine learning. Looking for PhD position in Computer Science.",14
44446416,fbenevenuto,Associate Professor at the Computer Science Department of the Federal University of Minas Gerais. Researcher on online social networks.,1
14156905,jessesoininen,Author. Father of 3 sons. On a mission to give social media jedi powers to fellow citizens.,3
432812106,c0rrad0m0nti,"Ricercatore Postdoc // I study social media, I have an excuse to be here! //
👨‍💻👾 https://t.co/82CvJoqeWc
🔊🎧 https://t.co/8rRMOTFoEn",3
69296987,phhukal,Assistant Professor at Copenhagen Business School. I study Digital Innovation,1
4091414478,simplerulesres1,Researching #Complexity & #SimpleRules.  Expert at Behavioral Health systems.,2
2515390249,SocRenaissance,Social Renaissance is the place and the convergence network to accelerate social impact knowledge and entrepreneurship in Italy.,1
462280687,_elegia,"Certified Management Consultant, Hubspot Certified, Strategic Marketing, Trainer and Istructor, happy Mom. #business #inboundmarketing #socialmedia",1
2584575792,UMICHCS,CSCS is a research center and CSAAW is a biweekly workshop @umich that both provide opportunities to collaborate and share ideas in #complexity/ #complexsystems,4
20345623,TimHowell,Sr. IT Manager at NCTCOG. Founder and Executive Director of @made4gov. I am passionate about! #gov20 #innovation #localgov #civictech #futuretech #rollerblading,1
1243709419,patrickshafto,"Professor of Math and CS at Rutgers - Newark, Machine learning! Human learning! Exclamation points!",2
21305051,sbr28,"Senior bioinformatics scientist, studying giant genomic networks, @ucsdccbb Center for Computational Biology and Bioinformatics",2
3472336217,LivingNethos,Social platform for knowledge discovery that integrates online tools and insights creation in a network-oriented and collaborative way.,1
171534539,FuturICT,The #digitalRevolution in tweets. #digitalDemocracy #informationalSelfdetermination #digitalEnlightenment #digitalEmpowerment #digitalEmancipation,1
2584677434,fdocrespo,"I'm a Mathematical and Industrial Engineering of University of Chile, and I have a Doctoral Degree in Engineering Science. I work in research and consulting.",1
3900784053,WWCS_2016,"Winter Workshop on Complex Systems 2016, Carlos III University of Madrid.",6
21774074,haewoon,Computational social science / Lifetime citations 13k+ / https://t.co/gjuaPAdtnW,3
3610142835,databeersldn,"Interested in data, love beer + in London? By @nickyzachariou @a_baronca @expertpol @net_science @lajello @vicmrh @gmiritello Inspired by @databeers",1
82348646,SpringerPhysics,"We publish over 200 Physics journals and 700 books/year, online and in print. We also offer Open Access options. Contact our Publishing Editors today.",7
3995418627,CoeGSS,"CoeGSS is a European consortium of supercomputing centers, scientific institutions, businesses and NGOs providing support in the face of global challenges.",1
601687797,hclarosh,"A peruvian sociologist trying to be wiser, not just knowledgeable, step by step. #LooongRoad  Also a grad. student in Applied Statistics. I like #Rstats",2
1055027257,Dmartincc,Digital epidemiology & Social computing scientist @uc3m | Co-founder @zensei_app 😷 & @politibot 🤖 | I make noise with my guitar!,4
879849235,PLIngrassia,"Expert in Simulation in healthcare and Disastrer Medicine.
https://t.co/LFqgZqVC4G…",1
351555467,enricopalumbo91,"Research scientist at #AmazonAlexa. Natural Language Understanding, Semantics, Recommender Systems.",1
804105624,sdwfrost,"Computational biologist, data scientist, interested in all things infectious. Principal Data Scientist at Microsoft, Professor of Pathogen Dynamics @LSHTM",1
132878935,arvind_ilamaran,"PhD Student, Dept. of Comparative Human Development UChicago. @CompHumDev.  Ecological Child Development, Causal Inference, Social Networks, Complex Systems.",1
1507617380,AthenaAktipis,"Psych Prof @ASU, host of @ZombifiedPod, author of The Cheating Cell. I study cooperation & conflict across systems, also the Zombie Apocalypse.",1
2785720331,ccs17mx,Conference on Complex Systems 2017 #CCS17. Co-chaired by @cgershen & @jlmateos,24
83840361,Biomarino,"Researcher at Pamplona University (Colombia), interested in Complex Systems Study. Columnist at Diario La Opinion https://t.co/qptSgWh0kM….",7
299545863,AndreaPossenti,Theoretical Physicist. PhD candidate @Cambridge_Uni on protein misfolding diseases. Data Science & Complex Systems enthusiast,1
14908972,prabprab,scientist at heart | insatiably curious | working @eu_commission/dg connect | all opinions mine only,3
11892372,fabreetseo,"Computer Scientist, Search and Big Data Geek.",3
49610064,nerdpro,"Lecturer in language and cognition, Newcastle University (UK).  Evolutionary linguistics, perception, cognitive science, and social computation.",1
2492740016,Comsotec,Asociación para el estudio de los sistemas complejos sociotecnológicos COMSOTEC (Sociotechnical Complex Systems Association),19
167648782,theverbnatalir,I shaved the barber.,3
19629739,MichaelWunder,"CS grad student interested in building better economic and social models using learning, evolution, complex systems, and levels of reasoning.",2
2806307411,Jp_Chevrot,,1
166445385,fmacielcardoso,PhD candidate at  the University of Zaragoza. Complex Systems. Human behavior.,8
19058451,nakafi,"PhD Candidate, Research area: Knowledge Management in Next Generation Social Networks, enjoy teaching, love reading",2
82577951,silviabarbero,associate professor #Design at @PoliTonews - scientific coordinator of #Retrace project @interregeurope - chair of Systemic Design Association #systemicdesign,1
260685403,SciReports,"Online & #openaccess. A primary research publication from @nresearchnews, covering all areas of the natural & clinical #sciences.",1
3505171469,appliednetsci,"Open-access, strictly peer-reviewed journal publishing in all established and emerging fields benefiting from quantitative network-based modeling",26
54817041,nicola_barbieri,"Data scientist, “graduated” from Yahoo labs. Designing and developing search&discovery and targeted advertising products at scale.",6
306872512,KCherland,I don't get weaker by trying hard things • I used to think everyone said ope,1
16191522,dashunwang,"Associate Professor at Kellogg, Founding director, Center for Science of Science and Innovation, Northwestern University",6
14049302,aleboz,Professor #HumanCenteredAI @tudelft. Head Urban Data Science @AMS_Institute. PI of the @socialglass research program. #CrowdComputing #urbandata #smartcities,1
288389432,patrikja,"Computer scientist, Haskell hacker, catalyst of research ideas, likes to connect the big picture with formal details, software & language technology advocate",2
1335668024,OPatterson4,Scientist. Math epidemiologist. Healthcare consultant,1
16795018,twbriggs,I-O Psychologist #SIOP #IOpsych; #ComputationalSocialScience PhD Candidate @CSS_GMU; alum @UMBC @NORCNews @ASTHO #publichealth #healthpolicy #preparedness,2
2889619139,luyibov,"Researcher 🕸 #networks, #randomwalks, #mobility, #opendata @belllabs @phystech_en @criparis @Mariecurie_alum @correlaid Paris, co-founder @NetworkScied💥",7
3353136183,trovdimi,"PostDoc at @gesis_org - Leibniz Institute for the Social Sciences. Interested in network science, user modeling and machine learning.",10
461408456,trebsirk,science + making fun of shit,2
3168092856,nus_sling,"Infectious diseases, epidemiology and social networks at Saw Swee Hock School of Public Health, National University of Singapore",2
40542861,istvanzkiss,"Professor of Applied Mathematics Researching Networks, Stochastic Process on Networks",1
1449933086,alison_cossette,"Numbers are the best story tellers. Director Data Science Research and Development, The NPD Group, Data Science Educator and Mentor",2
98764925,Bortseb,Curious-Cartographer @OpenLearningCC @RSFrame @metamapps ♓#FutureOfWork #P2P #CollectiveIntelligence #Commoning #SpaceshipEarth ❤️ Linklogs: @MetaCAug @CICWcat,1
582772973,MobiSocCU,"@csicardiff researchers interested in mobile + bio-social computing, human dynamics, places, mobility, meaning, human behaviour interaction and more",4
256677843,OpenBeacon,,2
1187259026,fennell_p,Networks | Statistics | Machine Learning. Data Scientist @talamobile,12
34653414,CT_Coughlin,"Senior Editor at Springer Nature; interests: (continental) philosophy, religious studies, publishing, films, sports; opinions are my own.",2
3313245897,FinnertyAilbhe,"Currently working as a Research Associate on the @HBCProject. Interested in Behaviour Change, Social Networks, Computational Social Science and Personality.",2
2337002455,di_stefano_ale,,1
3236185911,IBSEN_H2020,"FET Open RIA 662725: Bridging the gap: from Individual Behavior to the Socio-­‐tEchnical MaN Sep 1, 2015 - Aug 31, 2018",1
3222686964,SocialNetNeuro,Social Networks in Neurology Lab @HarvardMed.  Exploring the relationship between networks and stroke recovery.   Retweets and follows do not imply endorsement.,18
2494238046,jasmineteabreak,"Linguist by training, tea binge drinker and data driven enthusiast. Who's afraid of #TextMining?",1
3308159633,m_tambuscio,"PhD Student at University of Turin, Complex Networks and Information Diffusion Processes",1
300303342,angelo_mele,Associate Professor of Economics at @JhuCarey. Research on econometrics of social networks and social interactions.,2
1708122348,Ouroboroski,,5
607311335,socdatalab,@ESRC Data Investment & part of #BigData Network. Studying Social Media & Society. Developer of COSMOS software. Led by @mattlwilliams @pbfeed @drlukesloan,2
31705889,TjibbeD,Infectious Diseases Modeller at University Hospital Freiburg | Antibiotic resistance | Hospital-acquired pathogens | Patient referral networks,1
1657446090,MassimoLapucci,Secretary General @FondazioneCRT & Managing Director @OGRTorino. Chair @The_EFC ; int'l BoD member for profit/no profit. @WorldFellows at @Yale thinker/doer.,3
18485339,elad1,"Member of Microsoft Research Israel, author of Crowdsourced Health: How What You Do on the Internet Will Improve Medicine",1
302604042,nudro,Sr. Data Scientist @boozallen #runner #deeplearning PhD student @UMBC | consider contributing https://t.co/wIxec9yXWF | Opinions are my own,2
123695829,elaragon,"Computational social science researcher @eurecat_news | Adjunct professor @upfbarcelona | Board member @decidim_org 🚀
#technopolitics #civictech #data #commons",2
72509746,papaanteporta,building a portfolio of network science companies,4
87105950,SOLENAI,"About GIS, Technology, Epidemiology, Influenza and Geography.",2
2369899873,TjeerdWBoonstra,"Neuroscientist at Maastricht University. Complex networks, brain-body interactions and motor control. Editor for @SciReports and @NeuroImage_EiC",1
3088807367,CAMLaPorta,,9
185173215,ArazTH,"Prof Public Policy @LKYSch @NUS (DPhil @UniofOxford). Policy Design & Analysis, Socio-tech Sys, Eng, Sustainability, AI, Complexity, Transport & Infrastructure.",1
3230611617,ComplexAndBio,Center for Complexity & Biosystems,9
2912834655,clabbarcelona,,10
3094775536,mjnbock,"physicist, bio, theory, tec - somewhere over the rainbow",3
2785880513,BJayles,"Post-doctoral fellow, interested in collective intelligence in its many aspects",2
234017215,gdfm7,"Gianmarco De Francisci Morales, Senior Researcher @ISI_Fondazione. Formerly @QatarComputing @AaltoUniversity @YahooLabs @HPCLab @IMTLucca. Scalable data mining.",3
3154718333,JmBuldu,(Professor & Researcher & Soldier of Fortune) @ (URJC & CTB & GISC),9
1347088410,franzViz,"Statistician. Addicted to data. If it doesn't work, hack it! #rstats #python #tableau @musement",1
2425558261,alok13sama,"I am intreasted in Complex Network, Spectral Graph Theory",8
353917446,MKTJimmyxu,"#rstats, Marketing Professor, R enthusiast. Database marketing, data mining, #SNA social network analysis,  #analytics",1
314217400,RobbieAMcDonald,"Wildlife biologist and ecologist. Professor at Environment and Sustainability Institute, University of Exeter Cornwall campus. Trustee of @vincentwildlife",4
567698748,wetuad,Complex Systems | Faculty @ Queen Mary University of London,13
3086535891,DeCIDe_ERC,"Demographic change and infectious diseases in developing countries. A @unibocconi research project funded by @ERC_Research, PI @melegaro",1
16925097,gvrkiran,Postdoc at MIT. All tweets are my personal opinion,4
3088703037,SZapperi,"Statistical Materials Modelling, Complex systems. In Germany for Humboldt Research Award.",2
242362786,vsevolodNS,,1
2787747192,MassEvac,"Ongoing research to establish evacuation friendliness of world cities using @OpenStreetMap, #OpenData, #ABM & #Python.",1
3042264274,scamelsML,,1
29658006,xingustc,"Researcher in Microsoft Research Asia, working on spatial data mining, location based services, ubiquitous computing. Welcome to UbiComp 2011!(www.ubicomp.org)",1
3031539254,GBCI_ASU,Transdisciplinary science– seeking solutions for a complex world.,5
2985540939,asset_project,We are an EU-funded project aimed to develop a strategy to fight infectious diseases through dialogue and cooperation between science and society.,1
47885616,ruthygarcia,"Data Scientist, researcher, PhD., salsa dancer and patient runner. Ecuadorian living and working in the U.K. I also like to cook, love dogs and nature.",1
982500170,paulMcRacca,"Physicist, PhD in Economics. However, a simple person. RT's are not endorsements.",1
3030618307,tongtonghappy19,PhD，complex network，big data,1
194721199,mantelero,"Professor of Private Law and Data Ethics & Data Protection, Polytechnic University of Turin - Co-Editor CLSR - Scientific Consultant Council of Europe",1
2914186151,netscibackstage,"Everything you always wanted to know about network science but were afraid to ask. By @robysinatra @lordgrilo @mszll @gmiritello, Paul Expert & Claudia Sinatra",22
2374758734,rosalyn_lin,what do you mean pancakes aren't in their own food group,3
1502671567,lau_retti,"Postdoc at the SODAS Centre for Social Data Science. Computational Social Science, Networks, Behaviour, Human Mobility.",5
3000719200,CIDIDteam,"The Center for Inference and Dynamics of Infectious Diseases | Understanding the  spread and evolution of infectious diseases, one model at a time",4
2981463028,PeerJCompSci,The Computer Science Journal from PeerJ,4
2895240598,innarliiv,"Associate Professor @TallinnTech Research Associate @OxfordCTGA E-Government, Data Science, InfoVis, Organizational Network Science,  Comp. Social Science.",4
